234	5208	60892	22
234	5209	22	60892
234	5210	60892	22
234	5211	60892	22
234	5212	22	60892
234	5213	22	60892
234	5214	60892	22
234	5215	60892	22
234	5216	60892	22
234	5217	60892	22
234	5218	22	60892
234	5219	22	60892
234	5220	22	60892
234	5221	22	60892
234	5222	60892	22
234	5223	22	60892
234	5224	22	60892
234	5225	60892	22
234	5226	60892	22
234	5227	60892	22
234	5229	60892	22
234	5231	22	60892
234	5232	60892	22
234	5233	22	60892
234	5234	22	60892
234	5245	22	60892
234	5246	22	60892
234	5247	22	60892
234	5248	60892	22
234	5249	22	60892
234	5250	60892	22
234	5257	22	60892
234	5258	60892	22
234	5259	22	60892
234	5260	60892	22
234	5261	22	60892
234	5262	60892	22
234	5263	22	60892
234	5284	22	60892
234	5285	60892	22
234	5286	22	60892
234	5287	60892	22
234	5307	60892	22
234	5308	22	60892
234	5309	60892	22
234	5310	60892	22
234	5311	22	60892
234	5312	60892	22
234	5313	22	60892
234	5314	22	60892
234	5315	22	60892
234	5316	60892	22
234	5317	22	60892
234	5322	60892	22
234	5328	60892	22
234	5329	22	60892
234	5330	60892	22
234	5331	60892	22
234	5332	22	60892
234	5333	60892	22
234	5334	60892	22
234	5335	22	60892
234	5336	60892	22
234	5338	60892	22
234	5339	22	60892
234	5340	60892	22
234	5344	60892	22
234	5345	22	60892
234	5346	60892	22
234	5347	60892	22
234	5348	22	60892
234	5349	60892	22
234	5355	60892	22
234	5356	22	60892
234	5357	60892	22
234	5358	60892	22
234	5359	22	60892
234	5360	60892	22
234	5361	60892	22
234	5362	22	60892
234	5363	60892	22
234	5364	60892	22
234	5365	22	60892
234	5366	22	60892
234	5367	60892	22
234	5372	60892	22
234	5373	22	60892
234	5374	60892	22
234	5383	60892	22
234	5384	22	60892
234	5385	60892	22
234	5386	22	60892
234	5387	60892	22
234	5401	60892	22
234	5402	22	60892
234	5403	60892	22
234	5407	60892	22
234	5408	22	60892
234	5409	60892	22
234	5410	60892	22
234	5411	22	60892
234	5412	60892	22
234	5416	60892	22
234	5417	22	60892
234	5418	60892	22
234	5420	22	60892
234	5421	60892	22
234	5436	60892	22
234	5437	22	60892
234	5438	60892	22
234	5440	60892	22
234	5441	22	60892
234	5442	60892	22
234	5447	60892	22
234	5448	22	60892
234	5449	60892	22
234	5453	60892	22
234	5454	22	60892
234	5455	22	60892
234	5456	60892	22
234	5459	60892	22
234	5460	22	60892
234	5461	60892	22
234	5467	60892	22
234	5468	22	60892
234	5469	60892	22
234	5475	60892	22
234	5476	22	60892
234	5477	60892	22
234	5478	22	60892
234	5479	22	60892
234	5480	60892	22
234	5481	60892	22
234	5482	22	60892
234	5483	22	60892
234	5484	60892	22
234	5485	60892	22
234	5487	22	60892
234	5488	60892	22
234	5494	60892	22
234	5495	22	60892
234	5496	22	60892
234	5497	60892	22
234	5498	60892	22
234	5499	22	60892
234	5500	22	60892
234	5501	60892	22
234	5502	60892	22
234	5503	22	60892
234	5504	60892	22
234	5514	60892	22
234	5515	22	60892
234	5516	22	60892
234	5517	60892	22
234	5518	60892	22
234	5519	22	60892
234	5520	60892	22
234	5521	22	60892
234	5522	60892	22
234	5523	22	60892
234	5524	60892	22
234	5535	60892	22
234	5536	22	60892
234	5537	60892	22
234	5554	60892	22
234	5555	22	60892
234	5556	60892	22
234	5557	60892	22
234	5558	22	60892
234	5559	60892	22
234	5561	60892	22
234	5562	22	60892
234	5563	60892	22
234	5564	60892	22
234	5565	22	60892
234	5566	22	60892
234	5567	60892	22
234	5569	60892	22
234	5570	22	60892
234	5571	60892	22
234	5572	22	60892
234	5573	60892	22
234	5584	60892	22
234	5585	22	60892
234	5586	60892	22
234	5587	60892	22
234	5588	22	60892
234	5589	60892	22
234	5590	60892	22
234	5591	22	60892
234	5592	60892	22
234	5594	60892	22
234	5595	22	60892
234	5596	60892	22
234	5602	60892	22
234	5603	22	60892
234	5604	60892	22
234	5609	60892	22
234	5610	22	60892
234	5611	60892	22
234	5612	22	60892
234	5613	60892	22
234	5623	60892	22
234	5624	22	60892
234	5625	60892	22
234	5626	60892	22
234	5627	22	60892
234	5628	60892	22
234	5629	60892	22
234	5630	22	60892
234	5631	22	60892
234	5632	60892	22
234	5633	60892	22
234	5634	22	60892
234	5635	60892	22
234	5637	60892	22
234	5638	22	60892
234	5639	60892	22
234	5640	60892	22
234	5641	22	60892
234	5642	60892	22
234	5643	60892	22
234	5644	22	60892
234	5645	60892	22
234	5651	60892	22
234	5652	22	60892
234	5653	60892	22
234	5655	60892	22
234	5656	22	60892
234	5657	60892	22
234	5661	60892	22
234	5662	22	60892
234	5663	60892	22
234	5687	60892	22
234	5688	22	60892
234	5689	60892	22
234	5715	60892	22
234	5716	22	60892
234	5717	60892	22
234	5741	60892	22
234	5742	22	60892
234	5743	22	60892
234	5744	60892	22
234	5745	60892	22
234	5746	22	60892
234	5747	60892	22
234	5750	60892	22
234	5751	22	60892
234	5752	60892	22
234	5754	60892	22
234	5755	22	60892
234	5756	60892	22
234	5759	60892	22
234	5760	22	60892
234	5761	60892	22
234	5763	60892	22
234	5764	22	60892
234	5765	60892	22
234	5770	60892	22
234	5771	22	60892
234	5772	60892	22
234	5774	60892	22
234	5775	22	60892
234	5776	60892	22
234	5777	60892	22
234	5778	22	60892
234	5779	60892	22
234	5780	60892	22
234	5781	22	60892
234	5782	60892	22
234	5783	60892	22
234	5784	22	60892
234	5785	22	60892
234	5786	60892	22
234	5791	60892	22
234	5792	22	60892
234	5793	60892	22
234	5794	22	60892
234	5795	60892	22
234	5796	22	60892
234	5797	60892	22
234	5800	22	60892
234	5801	60892	22
234	5802	22	60892
234	5803	60892	22
234	5806	22	60892
234	5807	60892	22
234	5810	22	60892
234	5811	60892	22
234	5814	22	60892
234	5815	60892	22
234	5818	22	60892
234	5819	60892	22
234	5822	22	60892
234	5823	60892	22
234	5824	22	60892
234	5825	60892	22
234	5833	60892	22
234	5834	22	60892
234	5835	60892	22
234	5836	60892	22
234	5837	22	60892
234	5838	60892	22
234	5839	60892	22
234	5840	22	60892
234	5841	60892	22
234	5847	60892	22
234	5848	22	60892
234	5849	60892	22
234	5853	60892	22
234	5854	22	60892
234	5855	60892	22
234	5856	60892	22
234	5857	22	60892
234	5858	60892	22
234	5859	60892	22
234	5860	22	60892
234	5861	60892	22
234	5862	60892	22
234	5863	22	60892
234	5864	60892	22
234	5865	60892	22
234	5866	22	60892
234	5867	22	60892
234	5868	60892	22
234	5870	60892	22
234	5871	22	60892
234	5872	60892	22
234	5877	60892	22
234	5878	22	60892
234	5879	60892	22
234	5880	60892	22
234	5881	22	60892
234	5882	60892	22
234	5884	60892	22
234	5885	22	60892
234	5886	60892	22
234	5889	60892	22
234	5890	22	60892
234	5891	60892	22
234	5892	60892	22
234	5893	22	60892
234	5894	60892	22
234	5895	22	60892
234	5896	60892	22
234	5901	60892	22
234	5902	22	60892
234	5903	60892	22
234	5908	22	60892
234	5909	60892	22
234	5930	22	60892
234	5931	60892	22
234	5952	22	60892
234	5953	60892	22
234	5963	60892	22
234	5964	22	60892
234	5965	60892	22
234	5966	22	60892
234	5967	60892	22
234	5968	22	60892
234	5969	60892	22
234	5970	22	60892
234	5971	22	60892
234	5975	60892	22
234	5976	22	60892
234	5977	60892	22
234	5978	60892	22
234	5979	60892	22
234	5980	60892	22
234	5981	60892	22
234	5982	22	60892
234	5983	60892	22
234	5990	22	60892
234	5991	60892	22
234	5992	22	60892
234	5993	60892	22
234	5994	22	60892
234	5995	60892	22
234	5996	60892	22
234	5997	60892	22
234	5998	60892	22
234	5999	22	60892
234	6000	60892	22
234	6001	22	60892
234	6002	22	60892
234	6003	22	60892
234	6004	22	60892
234	6056	58905	25
234	6058	47710	25
234	6060	40490	25
234	6062	38308	25
234	6063	48734	25
234	6064	50089	25
234	6065	39868	25
234	6069	54078	25
234	6070	54041	25
234	6071	34539	25
234	6072	34805	25
234	6073	45068	25
234	6074	44723	25
234	6078	53893	25
234	6080	53383	25
234	6081	48934	25
234	6088	48055	25
234	6089	56966	25
234	6090	48967	25
234	6093	48967	25
234	6094	45457	25
234	6095	51907	25
234	6096	58598	25
234	6097	45457	25
234	6098	51907	25
234	6099	58598	25
234	6100	35235	25
234	6101	53480	25
234	6102	46732	25
234	6103	51245	25
234	6104	50652	25
234	6105	35235	25
234	6106	53480	25
234	6107	46732	25
234	6108	51245	25
234	6109	32847	25
234	6110	50652	25
234	6111	32847	25
234	6112	59456	25
234	6113	43646	25
234	6114	45278	25
234	6115	59456	25
234	6116	43646	25
234	6117	45278	25
234	6118	56534	25
234	6119	54309	25
234	6120	50103	25
234	6121	56534	25
234	6122	54309	25
234	6123	50103	25
